east,0525-10-11 16:49:51,3,7,9,3,6,6,4,8
person,0113-02-04 11:05:43,6,6,6,5,1,4,3,6
place,1416-03-31 08:47:17,2,9,3,5,6,4,2,8
wear,1305-08-29 09:46:01,8,7,2,1,7,5,1,4
occur,1759-04-19 01:11:46,5,7,4,4,3,4,1,3
knowledge,0184-01-02 11:48:22,8,5,9,9,5,6,9,5
myself,1662-05-14 14:19:04,9,9,2,2,4,4,7,1
our,1752-03-15 09:26:08,4,2,7,9,4,1,3,5
despite,0745-04-11 01:25:38,5,1,7,9,9,4,4,9
thousand,1229-06-19 23:36:05,8,4,8,1,1,7,3,6
role,0395-03-15 07:44:18,2,2,1,6,9,8,7,8
environmental,0652-08-22 05:31:42,6,2,4,3,3,7,9,4
against,0049-09-14 11:01:22,3,6,5,3,1,7,6,8
phone,0047-01-06 00:06:40,1,8,2,2,1,4,8,8
call,0315-09-19 13:13:38,3,2,5,3,9,2,9,2
religious,0320-08-09 12:32:18,9,6,8,3,9,3,6,6
then,0326-05-17 11:00:22,3,7,4,3,9,9,7,9
school,1614-10-06 05:37:51,3,8,9,4,6,5,1,9
later,1673-05-08 21:56:20,8,6,5,9,9,4,3,9
prevent,0175-09-28 01:28:54,7,4,7,5,1,1,8,1
computer,1766-03-06 16:40:06,2,3,6,3,3,5,8,4
development,1537-01-26 01:34:25,5,8,7,4,8,7,3,7
group,1991-02-13 09:38:59,5,2,3,4,7,9,9,4
once,1857-04-03 00:59:20,2,8,4,3,4,1,1,4
five,0852-08-27 00:18:34,2,7,4,1,7,9,6,6
college,1921-11-10 14:30:19,5,6,8,6,4,4,4,8
technology,0960-03-13 07:42:23,9,8,4,3,7,4,8,1
out,0029-04-07 19:26:04,1,7,8,2,4,6,2,1
hot,1797-08-09 07:29:16,4,9,8,9,4,3,4,8
value,1364-11-28 22:33:15,3,7,5,8,3,4,2,5
Mrs,0864-04-15 11:04:09,8,5,2,9,2,8,3,8
site,0987-02-19 13:21:55,9,1,1,5,6,7,6,5
may,0453-02-18 03:59:51,1,9,7,9,7,2,5,1
forget,1530-12-05 00:05:24,1,4,9,6,5,3,4,7
commercial,1932-03-31 20:56:52,6,1,3,4,2,6,9,1
instead,0292-06-06 22:09:59,1,8,8,2,7,5,7,9
first,1091-02-12 00:11:57,1,3,4,2,2,9,2,5
set,1918-02-08 22:18:00,2,7,4,6,7,7,8,4
hold,1428-04-04 22:53:36,9,1,4,6,1,5,3,7
only,0174-12-18 13:07:51,2,7,3,5,1,4,5,5
live,1026-02-06 00:13:31,5,3,4,3,9,1,2,7
team,0414-10-13 00:53:04,7,3,3,8,9,2,9,9
than,0641-03-06 04:35:48,2,1,1,1,4,5,3,8
friend,0926-04-21 14:18:07,8,9,5,5,3,5,7,6
own,1050-03-29 11:29:24,4,3,6,4,1,5,8,3
table,1141-07-06 20:21:59,3,1,9,9,8,6,9,8
scene,1354-12-20 13:16:50,8,8,8,1,2,4,6,9
everything,1306-05-24 12:15:25,8,2,1,5,7,8,1,8
side,0049-09-14 11:01:22,1,6,1,8,9,7,2,5
same,0631-01-21 19:16:06,2,2,2,8,1,3,9,3
parent,1928-05-22 18:08:11,3,6,1,4,3,8,1,1
season,1995-03-27 12:08:33,8,9,4,7,9,6,3,2
stage,1789-02-08 03:45:12,4,5,1,2,8,1,1,7
could,1169-10-10 05:05:16,5,9,3,8,8,4,8,5
respond,0335-11-24 02:16:03,6,6,7,7,6,4,2,3
police,1738-07-10 19:49:41,2,9,8,8,4,6,5,3
when,1757-10-21 00:22:45,1,4,3,4,7,3,8,1
such,0767-05-25 14:49:26,9,6,9,5,7,1,7,8
something,1054-07-19 05:41:50,7,6,5,3,4,4,8,3
about,1221-07-18 19:26:05,8,6,4,3,2,6,2,2
movie,0133-10-19 02:54:53,5,4,6,8,6,1,9,1
thank,0526-09-24 07:50:03,8,7,1,9,8,1,5,6
American,1501-05-23 13:02:10,1,9,5,5,8,7,7,3
paper,1799-11-27 23:05:24,9,4,3,1,3,2,6,7
ok,0094-01-11 06:19:41,3,6,4,8,9,8,8,2
industry,1928-05-22 18:08:11,9,6,8,7,7,5,7,3
discover,0697-05-13 23:11:16,3,6,4,8,3,4,8,5
boy,1915-12-10 06:29:49,7,5,3,9,2,6,9,7
song,0282-06-13 09:19:08,6,9,2,9,1,2,4,6
treat,1450-02-08 08:57:20,4,4,5,8,6,7,8,2
protect,0381-06-13 00:57:17,1,6,2,6,1,2,2,6
eight,0466-12-31 00:32:51,9,6,5,1,8,4,7,6
modern,1826-03-18 21:13:54,3,5,3,7,9,1,8,4
look,0165-05-14 11:52:10,7,9,7,2,9,4,7,4
black,1049-03-13 20:41:57,7,9,2,1,5,7,1,7
ready,0841-05-09 20:10:18,8,9,6,3,6,2,9,8
guess,1781-02-01 19:04:59,7,2,4,5,6,7,4,2
push,1942-09-28 16:37:20,5,6,9,2,9,2,8,5
employee,1983-03-30 09:48:12,8,8,5,3,3,5,3,1
impact,1378-08-14 01:02:25,7,1,5,1,3,4,2,6
piece,0651-06-18 11:42:15,4,1,5,4,4,2,9,7
play,1489-02-01 10:16:44,6,6,1,1,9,6,8,4
research,0386-04-22 00:12:42,5,9,7,7,7,1,2,3
great,0826-11-12 00:25:44,7,4,7,8,9,1,9,3
or,0750-06-03 23:23:03,3,3,5,7,4,9,7,4
region,0115-06-01 17:23:30,3,5,7,4,2,8,8,2
amount,1311-03-04 21:38:20,8,3,8,9,7,6,9,6
everyone,1603-11-16 04:24:44,2,8,7,3,3,1,8,3
hand,1866-07-09 23:45:05,1,1,9,4,3,6,8,6
exactly,0846-05-03 08:24:00,1,6,9,3,7,7,5,3
information,0962-11-03 22:48:56,3,9,2,5,4,6,4,8
should,0798-01-23 15:12:05,3,5,7,2,9,5,6,5
public,1316-06-07 15:30:39,1,3,1,4,7,1,9,3
different,0584-01-26 07:27:28,4,7,4,2,7,7,8,9
concern,0174-12-30 09:45:29,2,6,7,2,3,4,3,1
collection,1490-12-15 21:14:27,1,9,5,4,4,2,2,9
chance,0123-11-22 17:11:51,1,4,7,4,2,9,3,3
example,1960-06-12 20:51:47,1,7,9,6,7,5,3,2
article,1226-08-02 14:50:25,1,3,5,7,2,4,4,1
purpose,0670-03-26 19:31:59,7,7,3,4,6,5,1,8
risk,0150-11-20 07:09:30,5,2,7,1,3,8,9,6
here,0215-02-23 08:54:14,5,6,2,4,3,2,4,5
history,0651-06-18 11:42:15,8,6,9,2,3,7,1,5
remember,1108-02-13 22:06:04,9,6,1,6,4,7,7,2
pretty,0292-08-11 00:33:50,2,9,9,7,6,9,3,3
turn,1555-12-27 20:53:05,7,3,2,6,3,3,1,9
perhaps,1102-08-03 06:02:01,2,5,9,4,5,3,3,6
tell,0912-10-27 02:28:01,7,9,5,6,3,4,6,2
speak,0815-04-20 19:06:56,2,7,2,4,1,8,6,9
especially,1907-02-22 07:44:39,8,8,3,2,6,7,4,6
actually,1248-10-11 19:06:00,4,4,4,4,3,1,7,6
but,1753-12-03 03:10:20,2,1,5,5,2,4,3,5
thus,1942-06-25 10:16:38,3,9,1,3,1,7,4,8
them,0418-05-08 22:41:10,1,9,3,6,4,3,2,7
sort,1982-03-02 00:43:19,8,9,5,2,4,2,2,2
baby,1928-11-26 21:34:26,7,9,9,4,8,9,2,5
happen,0956-10-13 07:05:21,6,2,2,4,6,8,5,3
force,1825-02-12 17:59:32,5,2,5,9,5,4,3,9
run,1395-06-09 03:26:05,1,2,2,1,3,5,8,6
main,0257-07-07 11:09:39,1,6,1,4,3,2,7,2
tonight,1603-11-16 04:24:44,1,3,3,5,7,8,2,9
glass,0013-07-15 05:27:58,7,3,4,8,9,7,1,9
whether,1586-04-19 14:15:25,5,3,5,5,9,6,4,3
necessary,1949-03-20 11:30:18,5,9,9,1,5,3,7,7
and,0955-10-07 12:00:34,3,1,9,1,3,7,8,7
worker,1416-01-23 13:07:28,8,2,7,3,3,1,6,3
forward,0282-06-13 09:19:08,8,6,8,4,9,1,4,4
need,1094-03-26 00:22:14,5,8,3,2,9,4,6,8
record,0819-10-16 17:11:20,3,9,2,9,9,3,6,4
Democrat,1777-04-10 18:16:01,1,8,7,3,7,7,4,6
whatever,1332-11-13 21:15:43,2,1,3,4,5,1,9,9
nor,1968-10-23 16:11:04,3,6,3,7,1,4,7,8
other,0909-01-19 16:08:16,5,5,6,7,4,1,8,2
race,1812-12-22 09:08:16,1,9,5,7,3,7,9,4
father,1996-10-07 05:18:49,8,6,7,4,1,5,5,7
life,1873-03-28 02:10:37,4,6,3,6,9,1,6,3
wife,0271-01-11 21:38:42,1,5,2,6,8,7,7,9
mouth,0407-03-27 23:12:49,7,7,3,6,5,6,7,1
month,0478-11-07 22:53:23,5,6,6,7,8,5,8,1
yourself,1686-02-24 15:18:22,6,4,6,2,6,7,7,4
direction,2015-12-09 02:48:59,8,2,3,7,1,7,8,9
measure,1141-01-22 09:56:41,4,9,4,5,2,4,8,7
less,0468-01-16 03:57:49,5,7,2,1,8,2,9,6
rich,0066-07-30 18:28:26,8,9,1,3,7,6,4,6
whole,1271-10-29 18:46:27,3,7,7,5,9,4,5,3
standard,0100-05-04 16:25:51,4,2,4,6,6,1,4,8
loss,1700-02-03 18:30:28,3,7,6,4,3,4,9,7
talk,0413-03-02 07:10:05,4,9,1,1,3,9,4,3
others,1524-04-07 22:50:41,9,7,2,1,3,8,8,1
capital,0930-06-19 20:46:04,4,3,3,4,8,2,9,7
president,0387-05-04 19:17:47,9,5,6,8,2,2,4,4
improve,0474-01-11 02:06:51,1,6,4,4,1,9,2,2
exist,0566-12-12 15:58:50,2,6,6,3,1,8,9,2
democratic,0930-03-29 13:36:27,8,7,6,6,6,3,6,7
world,1443-12-24 10:47:59,1,5,4,8,1,4,8,3
picture,0031-06-12 09:58:37,8,8,8,7,9,4,1,3
white,0269-06-17 22:58:42,9,3,1,6,9,7,5,1
yard,1044-03-13 10:11:52,4,8,1,8,2,4,3,1
return,2004-02-27 11:16:38,5,6,4,3,8,1,2,5
offer,1369-01-28 18:13:09,8,9,7,5,9,6,4,5
along,1972-10-13 03:44:51,1,1,7,9,6,1,6,4
candidate,1291-01-14 02:08:41,5,8,1,7,1,8,4,3
seat,0268-12-28 12:39:54,4,7,5,5,8,3,1,8
style,1768-08-15 23:38:29,3,9,7,4,1,1,2,3
agency,1007-04-29 18:41:02,8,9,4,9,8,6,2,8
six,1412-06-01 07:47:53,3,6,4,1,3,9,8,4
player,1212-02-20 13:50:53,2,7,4,7,5,6,3,7
why,0898-01-08 20:51:26,9,7,6,3,6,6,3,3
simple,1875-04-11 15:06:51,9,9,5,7,6,1,6,1
various,0626-09-07 15:47:36,5,5,2,1,7,7,6,2
resource,0928-10-14 19:28:48,5,1,7,9,7,4,6,3
pressure,0212-07-27 16:16:36,2,1,9,3,9,6,8,6
number,1662-07-30 20:52:47,8,4,7,4,1,3,3,9
although,1286-06-16 19:44:29,1,6,6,9,4,3,2,6
it,1894-12-12 13:56:40,7,1,7,4,2,1,5,9
those,1676-07-06 09:27:42,7,6,2,9,9,8,7,6
wish,0485-05-30 18:15:29,7,7,9,1,2,8,2,3
long,1191-09-04 01:27:29,8,9,3,8,2,1,3,5
argue,0867-08-16 02:03:26,1,4,7,5,7,2,9,2
provide,1414-04-04 19:14:14,1,1,9,8,4,6,6,8
personal,0230-03-11 06:01:38,2,6,2,2,2,3,6,7
have,1320-04-06 15:48:06,8,9,9,2,7,9,4,2
blood,1472-02-07 18:57:55,7,3,4,8,9,5,3,4
growth,1982-12-22 07:30:37,2,3,8,1,3,2,9,5
hear,1226-09-04 00:54:32,6,1,1,2,8,3,8,6
positive,0674-07-30 02:33:56,3,8,3,1,3,1,5,3
charge,1479-04-08 04:39:55,5,9,9,9,5,8,1,4
thing,1945-04-13 11:20:06,4,3,6,1,6,2,2,4
view,0273-02-20 16:37:34,2,9,9,7,4,6,6,2
him,1093-12-20 07:56:05,6,5,5,4,9,4,8,1
street,1211-01-22 02:05:22,3,6,7,8,3,2,4,2
four,0988-09-01 05:58:10,4,9,2,3,8,9,3,9
house,1991-02-13 09:38:59,6,1,9,5,3,2,8,5
increase,0219-05-20 02:40:37,8,6,7,7,5,9,5,7
issue,0380-01-03 02:32:50,2,2,8,3,3,2,2,6
per,1102-08-03 06:02:01,8,3,4,1,6,2,9,8
director,0256-08-23 16:11:29,6,6,1,5,9,2,2,9
nothing,0955-10-07 12:00:34,7,6,1,2,6,3,9,5
himself,1589-11-22 19:06:01,8,2,2,7,1,4,1,1
act,0413-12-02 20:09:45,9,4,4,6,1,2,7,6
activity,0945-01-27 12:25:59,8,3,7,8,6,5,9,5
the,0573-10-27 22:04:29,6,8,3,1,9,2,3,2
least,0953-07-31 12:39:20,2,8,5,8,4,5,9,8
community,0363-11-13 15:32:38,6,7,6,3,9,7,2,8
manager,0962-11-03 22:48:56,3,5,5,2,4,7,7,2
clearly,0171-02-15 12:04:05,3,6,4,4,2,6,5,7
business,0539-04-09 07:47:07,2,2,7,7,6,9,6,5
strategy,1227-12-09 10:56:14,7,8,5,7,6,4,7,4
special,1258-12-12 14:56:49,1,4,6,9,4,4,8,8
certainly,1741-11-16 09:56:04,7,5,2,8,5,4,4,9
indeed,0623-01-20 21:53:48,1,9,1,6,6,8,7,1
represent,0514-03-15 00:52:35,6,7,6,9,3,5,7,7
attorney,1046-08-22 21:41:30,3,7,6,5,2,8,5,7
cup,0811-12-06 15:33:41,8,3,1,7,4,2,6,6
heart,1404-06-03 13:55:22,8,6,8,3,2,7,2,4
society,0024-10-15 16:21:40,6,6,5,9,8,3,1,9
art,0007-02-03 05:28:31,6,2,1,7,4,8,6,1
can,1087-04-24 06:10:33,2,4,1,3,7,6,6,1
old,0343-07-01 13:31:27,7,8,1,4,9,8,5,3
claim,0289-06-12 14:41:44,8,9,4,6,6,3,5,9
wonder,1296-02-13 16:21:50,1,3,3,3,5,3,2,5
wait,1485-01-30 16:57:56,7,6,4,8,1,6,7,6
among,1695-07-15 06:54:30,6,4,5,2,6,8,7,8
test,1180-06-27 06:13:49,5,9,6,5,4,9,6,9
maybe,1781-02-01 19:04:59,3,3,7,6,1,9,6,9
like,1719-10-07 13:39:53,7,7,9,6,1,5,4,5
arrive,1809-07-24 06:57:45,2,8,5,5,7,3,6,4
understand,1054-07-19 05:41:50,3,9,7,9,7,9,9,5
discuss,1847-12-22 02:34:29,9,5,3,8,2,8,6,2
across,0349-09-23 12:55:30,9,3,7,7,3,2,4,1
security,0124-06-02 23:16:34,6,5,9,6,9,8,8,5
marriage,1445-01-15 21:38:39,8,2,6,2,5,8,5,2
night,0126-08-15 02:57:23,6,2,8,4,3,1,6,3
investment,0729-11-24 06:07:35,2,2,7,8,6,5,9,9
realize,1572-10-09 03:52:29,1,4,8,2,3,8,1,6
medical,1302-10-28 14:28:47,5,3,4,3,1,7,3,3
recently,1131-07-23 09:27:45,7,5,2,9,7,7,1,1
majority,0729-05-10 04:55:59,3,5,4,7,6,4,9,2
relationship,0608-12-25 23:45:58,6,4,8,7,7,2,7,7
sit,1240-04-07 18:15:22,7,1,8,5,7,8,1,6
let,0837-11-06 11:14:12,7,6,9,7,7,5,3,9
large,0945-01-27 12:25:59,7,8,3,4,1,5,1,8
near,0230-01-20 02:39:09,8,9,1,6,8,2,9,2
receive,0377-11-16 08:48:06,3,9,4,6,4,4,1,7
brother,0532-06-02 14:34:54,1,3,9,2,8,3,9,6
finish,1716-12-17 18:47:02,6,4,5,1,5,4,6,7
drop,0847-05-06 07:19:46,7,4,7,7,8,6,3,3
space,1906-11-07 12:59:18,7,9,4,9,4,7,8,3
executive,2006-11-10 09:03:50,6,5,5,1,8,2,6,9
leave,0399-11-29 23:26:43,4,3,9,9,3,2,4,5
responsibility,0329-09-17 16:47:40,2,9,9,4,6,5,6,5
between,0368-11-15 06:38:32,4,2,2,1,7,2,8,2
focus,1577-03-21 20:12:36,7,1,6,4,8,6,9,1
choose,0929-02-21 09:07:21,7,6,3,4,2,7,1,4
huge,0101-11-20 07:24:13,2,2,8,4,4,8,3,6
short,1242-02-27 18:25:09,3,4,5,1,4,2,5,1
sound,0900-06-16 15:35:29,2,5,1,5,5,9,4,2
bag,0525-02-14 10:19:54,3,5,3,6,4,5,1,8
health,1249-07-22 08:11:06,8,1,5,4,5,8,5,7
anyone,1735-06-20 19:23:51,4,5,1,5,2,8,4,8
now,1582-02-20 00:42:51,2,3,4,6,4,3,2,1
ability,0403-09-17 19:29:06,3,4,9,3,8,2,2,9
early,0557-06-15 01:52:36,6,7,7,6,6,3,5,8
citizen,0355-05-16 17:25:24,7,3,6,3,7,9,2,7
prove,0475-10-23 05:16:20,2,1,6,1,3,8,4,7
skill,1475-03-15 18:39:25,4,3,9,1,9,6,6,5
room,0453-02-18 03:59:51,6,6,7,1,1,8,2,7
time,0482-05-15 08:18:11,2,6,3,7,9,1,1,7
trip,0096-02-29 18:27:13,3,9,3,8,3,5,4,3
building,0914-09-09 08:31:45,1,6,7,7,2,4,7,6
statement,0893-12-29 23:23:11,9,2,8,7,4,1,1,6
newspaper,0481-03-17 20:29:18,4,1,8,5,1,8,6,2
see,1924-10-10 22:58:01,5,5,4,9,5,5,2,7
keep,0981-04-22 05:00:58,8,7,3,1,1,8,7,6
soon,1633-08-19 08:45:52,3,8,9,7,4,3,9,9
late,0736-06-16 06:49:42,2,2,7,1,3,5,8,2
foreign,0099-07-07 12:23:38,1,4,6,8,7,8,5,2
agreement,0867-08-16 02:03:26,1,4,2,5,6,4,8,1
list,0755-06-19 04:34:46,9,9,3,7,3,9,6,4
bed,0389-05-16 23:11:14,3,6,4,1,4,3,5,2
section,1073-04-28 08:20:39,7,4,4,6,1,7,4,7
yet,1475-03-15 18:39:25,2,2,6,5,7,7,1,4
drive,0245-05-13 08:23:26,2,2,6,7,9,3,9,3
he,0514-03-15 00:52:35,2,4,6,1,6,4,1,6
believe,0012-12-29 06:40:29,4,9,1,1,6,8,1,4
lot,1275-06-03 15:14:40,5,4,7,6,2,6,6,2
assume,1863-08-19 06:40:59,6,9,4,3,1,6,1,3
music,0783-06-12 19:48:57,9,6,4,3,6,6,4,7
serious,1932-03-31 20:56:52,2,5,5,3,6,6,8,9
animal,0471-12-14 21:46:52,9,6,7,5,3,5,5,7
she,0570-06-02 13:33:58,3,2,6,6,3,3,8,3
reduce,0185-10-10 16:05:38,6,9,3,2,8,9,6,9
performance,1486-03-02 06:19:14,2,5,9,7,2,5,9,4
particularly,0125-11-30 07:04:57,4,3,2,4,5,9,6,2
never,0073-08-12 08:55:21,9,5,1,9,4,6,4,8
second,0682-06-26 11:12:47,8,9,4,6,5,9,9,1
know,0851-11-08 21:51:25,7,1,9,9,3,3,6,7
suffer,0326-05-17 11:00:22,3,4,2,2,7,4,9,9
become,0880-10-18 12:38:41,8,5,2,4,3,4,6,8
board,1531-11-08 05:12:41,9,6,9,8,2,4,9,1
imagine,0888-09-13 19:42:40,8,7,3,9,5,1,2,7
key,0186-08-07 16:12:58,9,2,4,5,3,3,8,4
through,1130-03-19 23:35:25,2,3,5,1,6,4,4,1
officer,2004-02-27 11:16:38,8,3,1,9,4,9,9,3
attention,0923-08-22 12:07:10,2,1,6,5,3,5,1,1
sea,0204-07-28 11:23:21,6,9,3,7,4,4,5,7
program,0893-12-29 23:23:11,9,7,7,7,5,8,3,3
another,1060-06-20 11:38:42,1,2,6,1,8,2,6,9
close,0981-10-26 16:09:45,4,1,3,5,1,4,8,5
